Q202042	euskaltzaindia
Q12021458	q
Q37008639	q
Q14900500	grand_officer_of_the_order_of_leopold
Q925340	kaniv
Q23930683	nicolae_matei
Q23930682	marian_mugurel_iancu
Q1087131	christos_kittas
Q586356	golden_globe_award_for_best_director
Q27093185	florin_olimpiu_cheaua
Q5865676	francisco_fern_ndez_sol_s
Q88558	max_pfister
Q204815	marvin_minsky
Q3331815	historic_sanctuary_of_machu_picchu
Q37342500	q
Q30143145	q
Q2323968	alexander_willem_byvanck
Q33092506	q
Q1507818	george_m_grant
Q21069279	nikolaij_fuchs
Q38041122	q
Q38041127	q
Q23039900	jouko_paakkanen
Q14328	santa_cruz_de_tenerife
Q23039902	matti_paasonen
Q16990780	mari_leena_talvitie
Q21069277	christoph_neher
Q822817	bernard_d_armagnac_count_of_pardiac
Q30215575	q
Q17538688	christopher_leaver
Q1771264	neustift_am_walde
Q3885582	oreste_sallustro
1729-01-01T00:00:00Z	t_z
Q6850543	milan_ft_nik
Q1063846	charles_burnett
Q315160	alexander_butlerov
Q3885584	oreste_vigan
Q84584	christian_friedrich_von_gl_ck
Q20156182	ester_sahlin
Flag%20of%20the%20Soviet%20Union%20%281923%29.svg	http_commons_wikimedia_org_wiki_special_filepath_flag_of_the_soviet_union_svg
Q519535	emma_georgina_rothschild
Q5249793	kim_jungah
Q335274	john_carteret_nd_earl_granville
Q18787251	q
Q12725240	ulma
Q28049020	dixon_denham
Q24808461	q
Q1774114	cyclelive_plus_zannata
Q22341430	q
740.2011.a-k	a_k
Q85224	karl_reinhardt
Q19758488	q
Q3610712	alex_pinardi
Q28049025	study_for_patrons_and_lovers_of_art
Q123738	hyde_park
Q919415	eus
Q28654087	nicolas_coquiart
Q3386003	pierre_louis_blanc
Q12725247	valea_ierii
Q22116554	count_of_marsan
Q1294736	h_tel_dieu_de_paris
Q24021459	m_d_lin_ady_teodosescu
Q33618090	q
Q1384057	jan_boven
Q1384051	la_renaudi_re
Q938243	marion_barry
Q33548449	q
Q553196	irving_kristol
Q31208742	q
Q63972	frank_beyer
Q1861687	montana_state_university_bozeman
Q4640674	th_wing
Q1324926	mus_e_des_beaux_arts_et_d_arch_ologie_de_besan_on
Q4407751	saint_petersburg_combined_arms_command_high_school
Q939590	lazaros_christodoulopoulos
Q12030592	q
Q63979	versoix
Q92415	ernst_h_lder
Q33421847	q
Q2945550	messukeskus_helsinki
Q38090374	q
Q219656	macon
Q181532	prinz
Q6209524	joe_dixon
Q588478	english_embankment
Q3357469	johnny_araya_monge
Q754635	fairfield
Q19836801	jete_power_holdings
Q27556005	q
Q19900624	augustus_c_merriam
Q18915437	q
Q4945068	m_rta_dorff
Q30184019	q
Q169612	martin_v
Q17676	nora_stanton_blatch_barney
Q3876201	nicola_diliso
Q37280711	q
Q12049161	q
Q2308777	bibiano_zapirain
Colonial%20ensigns%20of%20Antigua%20and%20Barbuda%20%281956-1962%29.svg	http_commons_wikimedia_org_wiki_special_filepath_colonial_ensigns_of_antigua_and_barbuda_svg
Q10943793	veeko_international_holdings_limited
Q68431	bernd_posselt
jhove.openpreservation.org	http_jhove_openpreservation_org
Q12357522	carl_fahlstedt
Q27546542	q
Q978010	sebastiano_nela
Q2716494	berca
Q1391235	fachhochschule_westk_ste
Q736276	cernavod
Q2716490	padina
Q12304959	c_l_seifert
Q1901859	markus_wallner
Q2369382	susanne_melior
Q2339388	emanuele_del_vecchio
Q27538395	q
Q38094987	q
Q661587	yisrael_meir_lau
Q1322183	q
Q603381	nikolai_grinko
Q1677084	tadeusz_j_zef_zawistowski
Q33317196	q
Q31063142	q
Q185059	days_of_our_lives
Q27212272	the_monastry_of_st_george_hodjava_wadi_kelt
Q38233154	q
Q239476	jerry_hall
Q23308625	q
Q38530678	manuel_c_rceles_sabater
Q13080898	jacques_lauche
Q23308623	q
Q33526871	q
Q1122926	university_of_lisbon
28383	
Q9310253	richard_arwed_pfeifer
11.2011.2	
11.2011.1	
Q3202209	the_sorcerer_s_apprentice
Q2906453	blessey
Q5235258	david_hunt
Q16400524	vardges_gulikyan
Q5113679	t_t_ru_i
Q57246	hermann_minkowski
Q57245	ernst_kummer
Q57244	paul_hindemith
Q57243	heike_drechsler
Q1319308	amerigo_bedetti
Q57241	hans_modrow
Q4650685	aci_worldwide
Q21993527	evening_sky_over_fields_with_poplars
Q24817776	carlos_alayza_y_roel
Q3851054	massimiliano_notari
yib	yib
Q25462622	nicolae_mih_escu
yio	yio
Q27546547	q
Q1091669	cleja
Q27567124	q
Q1150800	cueva_de_hornos_de_la_pe_a
Q17329997	still_life
Q160394	ahnenerbe
Q17329992	still_life_with_chinese_porcelain_berries_and_artichokes
Q3845201	terengganu_inscription_stone
Q591575	anton_maria_schyrleus_of_rheita
Q20184103	the_crucifixion
Flag%20of%20the%20Confederate%20States%20of%20America%20%28July%201861%20%E2%80%93%20November%201861%29.svg	http_commons_wikimedia_org_wiki_special_filepath_flag_of_the_confederate_states_of_america_july_e_november_svg
Q70136	paul_e_kahle
Q106934	notre_dame_d_amiens
Q16013890	harrison_marks
Q18913292	francesco_riviera
Q1391231	q
Q2480072	media_park
Q659395	ivan_shuvalov
Q2846305	henry_colburn
Q27526616	q
Q1013633	ruthin
Q30091262	q
Q36327506	josephine_ball
Q27526610	q
Q1992288	nils_carl_gustaf_fersen_gyldenstolpe
Q677823	the_address_downtown_dubai
Q20704308	wolfgang_lampe
Q24568180	q
Q722282	marcelino_oreja_st_marquis_of_oreja
Q7440992	sean_finn
Q30340416	richard_shiff
Flag%20of%20Uganda.svg	http_commons_wikimedia_org_wiki_special_filepath_flag_of_uganda_svg
Q1245034	q
Q1140407	stockholm_international_peace_research_institute
Q645681	serbian_renewal_movement
Q2847653	andr_diligent
Q384602	ministry_of_culture
Q19664103	james_cuthbert_smith
Q28812515	knut_harald_fr_land
Q686163	confederate_states_of_america_dollar
Q4237116	nikolai_sergeevich_koshlyakov
Q751945	montcuq
Q31032579	q
Q15820407	irma_uschkamp
Q3525690	thomas_d_estouteville
Q12724763	epureni
Q12724762	eftimie_murgu
Q12724760	d_ne_ti
Q12724767	folte_ti
Q12724766	flore_ti
Q12724764	ezeri
Q472	sofia
Q43432	justin_timberlake
Q19776241	ziyolilar_street
Q4951210	nicky_guadagni
Q24578199	q
Q2384843	saint_nicholas_church_shanghai
Q901137	warren_christie
Q453480	lord_guildford_dudley
Q4230666	sophiko_shevardnadze
Q2172307	agust_n_y_ez
Q638787	torteval_quesnay
Q23902310	q
Q11441047	osaka_prefectural_yuhigaoka_library
Q4768199	anne_buydens
Flag%20of%20Brunei.svg	http_commons_wikimedia_org_wiki_special_filepath_flag_of_brunei_svg
Q1141326	sainte_genevi_ve_sur_argence
Q15980915	liberal_party_of_australia_nsw_division
Q30770202	q
Q17415887	valentine_britten
Q6123037	q
Q22138713	arthur_nikoghossyan
Q12091173	q
Q24194903	q
Q2144558	ren_cance
Q6256931	hjalmar_hrwall
Q7273804	r_l_shep
Q4986889	bukit_damansara
Q911766	brian_aherne
Q17594120	q
Q187153	th_arrondissement_of_paris
Q556488	paul_de_borman
26187	
Q868652	piero_aggradi
Q38191268	laetitia_strauch_bonart
Q5063925	rona_de_jos
Q7417611	sanford_bookstaver
Q7684477	tapat_o_hot_sauce
Q89412	helmut_lang
Q21995408	presentation_in_the_temple
Q3003584	les_forts_cross
Q18964029	johann_rudolf_huber
Q38140699	q
Q42533740	man_and_woman
Q15969068	maurice_fumeron_d_ardeuil
Q23930879	gheorghe_catrinoiu
Q19945667	q
Q173472	christian_horner
Q23929917	q
Q10934185	cosmos_machinery_enterprises_limited
Q275360	natasha_little
fieldnotesbrand	fieldnotesbrand
Q33049124	q
50586	
Q17323604	frederick_v_elector_of_the_palatinate_king_of_bohemia_and_his_wife_elizabeth_stuart_on_horseback
Q30170823	q
Q498877	andreas_klier
Q30159442	q
Q27569262	q
Q12725418	state_council_of_romania
Q933500	leonardo_occhipinti
Q27556823	q
Q27556822	q
Q29383705	hunters_in_a_landscape
Q27556827	q
Q27556826	q
Q27556825	q
Q1100749	grand_pr
Q2133926	ray_lyman_wilbur
Q1062399	n_ville_sur_mer
205,1996	
Q27554092	q
Q3935922	rinaldo_fiumi
Q1993019	meliana
Q30150425	q
Q27477240	q
Q22087732	johann_schmidt_junior
Q27477247	q
Q388862	vieux_villez
Q42722058	elizabeth_wuerffel
Q1374384	gregoria_de_jes_s
Q18684029	christine_margarete_von_mecklenburg_schwerin
Q31987764	q
Q992731	rebecques
Q38036776	q
Q37458549	q
Q17319807	self_portrait
Q3119701	william_bona_anima
Q41231670	mathilde_weckerlin
Q20746031	friedrich_goldenberg
Q24088823	constantin_neagoie
Q705727	art_modell
Q82246	katja_schuurman
Q16393917	q
Q3973099	steno_gola
Q456960	westminster_bridge
Q186202	giovanni_battista_tiepolo
Q1435411	vitebsk_governorate
Q17319803	allegory_on_the_christ_child_as_the_lamb_of_god
Q28051740	frederic_herbert_maugham_st_viscount_maugham
Q986347	betty_ting
Q10334749	memphite_necropolis
Q28048411	henry_fuseli
Q712430	pavel_b_m
Q1447917	franz_krolop
Q302910	ng_g_wa_thiong_o
Q28048415	william_thomas_lewis_as_mercutio_in_romeo_and_juliet
Q712434	vladimir_yermoshin
Q30063517	q
Q28048419	alexander_hood_st_viscount_bridport
Q224446	saint_germain_d_ectot
Q47434	edmund_halley
Q8104495	argentina_hills
Q1485956	ettore_brossi
Q23198558	niculaie_dochinoiu
Q3954028	secondo_ricci
Q31843482	q
Q1966092	nat_towles
Q16152123	andrew_bartlett
Q28367482	wayne_rasband
Q1022430	rozhdestvenskiy
Q16648934	rochefort_s_escape
Q3116466	greng_spitz
Q3116467	attic_of_abundance
Q1139197	crayola_llc
Q22081806	holy_trinity
Q30185156	q
Q2632530	lieven_scheire
Q37820726	q
Q28052669	anis_amri
edmoloney48	edmoloney
Q1264550	duke_of_lennox
Q3995	basque_country
Q1681662	jan_br_gelmann
Q17321073	portrait_of_sir_robert_henderson_of_tunnegask
Q1681665	solomon_halbert_snyder
Q23750117	constantin_lungu
Q20862527	q
Q29383875	marble_grave_stele_of_a_young_woman_and_servant
Q42534028	the_german_war
Q3090356	fr_d_rique_bredin
Q447612	binnie_barnes
Q13570408	daia
Q2066848	pavel_sheremet
Q463326	max_planck_institute_for_physics
Q25827450	atlas_weekend
Q33510703	gauthier_rybinski
Q30574962	q
Q31731062	q
Q306928	eastern_jin_dynasty
Q1961433	moscow_school_of_mathematics_and_navigation
Q1613350	alessandro_cesaretti
Q21190043	adam_klimek
Q773066	sidney_franklin
Q5558288	giannis_valinakis
Q29607252	maria_becker
Q27553955	q
Q278816	a_j_quinnell
Q18017347	angus_hawley
Q27553958	q
Q23750110	ion_c_lin
Q220363	le_mesnil_auzouf
Q24265794	gerard_marius_verrijn_stuart
Q13416033	michael_praphon_chaicharoen
Q14656641	hippolyte_alphonse_qu_nault
Q4707783	alan_smith
Q1370020	esther_boise_van_deman
Q513144	tom_holliston
Q30144431	q
Q454277	kelli_giddish
Q513142	elizabeth_eastlake
Q29383791	ivory_decorative_plaque
Q27552027	q
Q27525734	q
Q44164	edge
Q3369755	patrick_paillot
Q11835990	dus_kovo_divadlo_slav
Q27525730	q
Q44160	toulon
Q33466906	q
Q27651781	q
Q27525739	q
Q29946853	q
Q17559726	q
Q4013216	vincenzo_de_luca
Q23912275	vasile_dima
Q319642	chevron_corporation
Q9049	noam_chomsky
Q9047	gottfried_wilhelm_leibniz
Q833961	china_university_of_political_science_and_law
Q1449572	franz_xaver_bogner
Q30084250	q
Q833966	the_song_to_the_auspicious_cloud
Q9041	james_watt
Q90843	egon_reinert
Q8044373	xie_na
Q3027776	liberal_party
Q1341845	european_bioinformatics_institute
Q3479336	serge_groussard
Q250793	lvaro_de_miranda_neto
Q3479335	serge_godard
Q1050317	slovak_academy_of_sciences
Q38684766	q
Q28042206	reginald_pole
Q30876025	q
Q68531	leo_k_nigsberger
Q37821092	q
Q23309105	vasile_bebe_ivan
Q23309102	niculaie_dragnea
Q3320033	mona_chollet
Q26926250	father_de_bonnet
76326	
Q31855070	q
Q28042485	bardiani_csf
Q336620	wang_shu
Q30246532	q
Q27526744	q
Q5726865	henry_percy_th_duke_of_northumberland
Q17321072	portrait_of_sir_horace_vere
Q3014210	daniel_janicot
Q1309250	everard_de_jong
Q23978506	thomas_springer
Q27526906	q
Q28043353	francis_bacon_st_viscount_st_alban
Q360574	oliver_wendell_holmes
Q108418	cook_county
Q21451638	st_jerome
Q3370982	paul_darrow
Q3972640	stefano_pellegrini
Q743683	tour_total
Q185165	olivia_newton_john
Q21508666	lois_clark
Q3509608	q
Q3826338	lamberto_petri
Q5101628	chipo_chung
Q737188	olteni_a
Q20734284	richard_jones
Q1163953	fontaine_milon
Q28052106	kathleen_raine
Q13429701	anne_de_paepe
Q5859158	fernando_alonso
Q737183	corbin_bernsen
Q1212	montana
Q28052108	sir_john_newenham_summerson
Q1210	lombardy
Q1211	south_dakota
Q1216	piedmont
Q2118734	west_pearl_tower
Q433046	leonid_popov
1986-11-10T00:00:00Z	t_z
Q1218	jerusalem
Q30096	frederiksberg
Q5064008	c_r_a
Q1487693	angelo_buratti
Q959399	jos_ram_n_fern_ndez
Q28051507	stanley_baldwin_st_earl_baldwin
Q11881532	matti_aaltonen
Q2749	augsburg
Q28051500	flora_robson
Q33425269	q
PA00091604	pa
Q188694	buthrotum
Q5566387	gladys_anslow
Q188696	christian_vieri
Q2746	ryazan
Q28051509	sir_granville_bantock
Q188692	rudolph_valentino
Q2742	m_nster
Q27528426	q
Q429011	howard_nemerov
Q637834	deutsche_oper_berlin
Q2661168	place_de_la_carri_re
Q27506988	q
Q1750457	federico_moretti
Q27528421	q
Q27510034	q
Q38186366	q
Q7816348	tom_johnson
Q27506980	q
Q38186362	q
Q1559525	george_maharis
Q22002924	q
Q496081	jenny_hasselquist
Q26697772	teodor_vultur
Q273129	leopoldo_calvo_sotelo
Q525541	john_woodvine
Q30512702	q
Q38048573	q
Q744552	basilica_of_sant_apollinare_in_classe
Q26240613	csongor_ern_b_jte
Q27554237	q
Q16144950	carmen_alba_orduna
Q4593	rajiv_gandhi
Q27517203	q
Q635473	riversleigh
Q15706885	stefano_vecchi
Q23901858	q
Q28048028	johann_christian_bach
Q28050774	sir_edward_coley_burne_jones_st_bt
Q21426935	aspach_michelbach
Q26256172	odakyu_grand_gallery
Q22813070	andr_aeschlimann
Q30715336	q
Q39899335	edwin_gnos
Q23901856	q
Q9065794	rafael_gonz_lez_villa
Q30900396	q
Q955635	nick_valensi
Q1057379	mandy_musgrave
Q168452	jean_victor_poncelet
Q363005	john_singleton
Q987684	antonio_bacchetti
Q23901854	q
Q3390174	roca_dels_moros
Q1070951	montours
Q572230	kasteel_hoensbroek
Q2571914	wilhelm_benecke
Q15938593	marie_delna
Q718954	old_taiwan_dollar
Q23901852	q
Q7608750	stephen_bowen
Q28050772	charles_haslewood_shannon
Q3839710	luigi_giorgi
Q4356082	simone_sannibale
Q18245309	august_reinhold
Q2703499	liberal_state_party
Q26047358	cristina_cilibiu
Q17335529	bust_of_a_laughing_young_man
Q27554422	q
Q24509799	camille_gu_rin
Q31511610	christophe_morvan
Q17335523	portrait_of_gerrit_sichterman_quartermaster_general_of_the_cavalry_colonel_of_the_orange_groningen_infantry_commandant_of_grave
Q4980748	anita_strandell
Q26047355	d_nu_bir_u
Q29383798	morgan_amber
Q364389	adolf_trendelenburg
Q41757000	josef_kirpal
Q1278808	eberhard_ludwigs_gymnasium
Q30784013	q
Q4885962	ben_jorgensen
Q29385155	preparing_medicine_from_honey_from_a_dispersed_manuscript_of_an_arabic_translation_of_de_materia_medica_of_dioscorides
Q17338019	still_life_with_flowers_and_fruit
Q27506320	q
Q29385158	the_elephant_clock_folio_from_a_book_of_the_knowledge_of_ingenious_mechanical_devices_by_al_jazari
Q192240	northampton
Q38186584	q
Q192243	struve_geodetic_arc
Q2063381	william_cushing
Q24588923	q
Q2063385	rugine_ti
Q2053675	nikki_harris
Q6835027	michael_urukalo
Q4002808	ugo_gregorin
Q38605082	h_ambrose_kiehl
Q22099679	jinny_chang
Q27513248	q
Q28771674	herbert_stotesbury
Q28044732	king_william_iii
Q20502272	akiva_novick
Q31507670	q
Q28048365	charles_macklin
Q7490262	sharon_weston_broome
Q4276629	jacek_ma_achowski
Q115879	ogenyi_onazi
Q272650	rossana_rossanda
Q4733571	alma_mater
Q37853758	q
Q31732740	q
Q115873	gottfried_honegger
Q26240530	gheorghe_adam_brezovszky
Q37853750	q
Q17323944	portrait_of_maria_henri_tte_van_de_pol_wife_of_willem_sautijn
Q27514849	q
Q37852402	q
Q37852405	q
Q28048361	adam_duncan_st_viscount_duncan
Q244704	le_grand_abergement
Q27514843	q
Q30107037	q
Q4392165	q
Q28043928	sir_william_petty
Q27514845	q
Q2975115	claire_rankin
Q27570668	q
Q5569838	carl_benedicks
Q2749277	dominique_souchet
Q5052812	d_rjiu
Q34777800	xavier_bonnault_d_houet
Q27513241	q
Q10921661	hutchison_harbour_ring
Q2405300	mariano_mart_nez
Q10921663	auto_italia_holdings_limited
Q5052819	catherine_mcclenahan
Q1073211	mishkinsky_district_republic_of_bashkortostan
Q6530	stanis_aw_lem
Q23639813	q
Q78919	fritz_kortner
Q3484064	silvio_maffiotti
Q6535	alta
Q78914	alfred_von_domaszewski
Q436569	edmund_clifton_stoner
Q6538	g_nter_grass
Q1272235	phare_du_creach
Q27970955	yusuf_osman_dikta
Q27134712	catarina_marques_de_almeida_vaz_pinto
Q4123491	lev_izrailevich_volkovyskij
Q2531087	volker_kluge
Q16921416	maritime_greenwich
Q21705635	avenger_fleet
Q3938990	roberto_montorsi
Q30882973	q
Q101294	alexander_viii
Q7695595	telad
Q286764	manuel_de_arriaga
Q27506857	q
Q12727913	eustatie_altini
Q26239764	luca_m_l_iescu
Q22607787	q
Q1512006	gerhard_kukofka
Presidential%20Standard%20of%20Brazil%20%281907-1947%29.svg	http_commons_wikimedia_org_wiki_special_filepath_presidential_standard_of_brazil_svg
Q430929	olive_thomas
Q312541	dornier
Q37851988	q
Q1512001	gerhard_kunz
Q18944710	detai_new_energy_group
Q28049092	napol_on_bonaparte
Q212900	lehman_brothers
Q20742055	grossraum_borders_of_europe
Q33006479	q
Q37851983	q
Q17331535	woodland_pond_at_sunset
Q18857516	maj_von_dardel
Q17331531	boy_and_girl_in_the_dunes
Q17331533	the_rag_basket
Q631205	german_workers_party
Q17340049	q
Q192986	john_carew
Q115253	takht_e_soleym_n
Q115250	lesley_anne_down
Q23014898	maurizio_bellet
Q6199195	sven_e_svensson
Q151209	anne_of_austria
Q16087455	pantelija_juri_i
Coa%20Hungary%20Country%20History%20Ladislaus%20IV%20%281262-1290%29.svg	http_commons_wikimedia_org_wiki_special_filepath_coa_hungary_country_history_ladislaus_iv_svg
Q1366623	tom_atkins
Q17036852	sergi_sabri_i_benito
Q24175705	q
Q33607980	q
Q1139082	isabel_province
Q33309682	q
Q319099	michael_dukakis
Q366524	nikolai_ryzhkov
Q378944	modern_times_group
Q283685	q
Q31462415	q
Q1264488	duke_of_bedford
t455348941	t
Q16425268	g_rda_de_sus
Q14916842	q
Q61806	kurt_aland
Q154528	institute_of_oriental_studies_of_the_russian_academy_of_sciences
Q2653458	ghillean_prance
Q41233	timothy_dalton
Q3874496	nello_saltutti
Q16425261	galda_de_jos
Q3563367	voyage_to_the_orient
Q5561443	erik_asplund
Q42421047	nicolas_pineau
Q16425265	g_rbova
Q27506854	q
Q3786772	traian
Q5944529	jos_pascual_vila
Q748116	raffaella_baracchi
Q7364014	ron_kass
Q261556	rachel_roberts
Q18117115	b_e_flying_fortress
Q692291	charles_i_duke_of_bourbon
Q2406653	hedy_d_ancona
Q28044944	sir_godfrey_kneller_bt
Q27546660	q
Q348217	werner_schlager
Q4970372	kate_novak
Q980053	pierre_camani
Q4970379	phebe_novakovic
Q30869333	q
Q2784118	klaas_dijkhoff
Q2498161	lucio_dell_angelo
Q11067317	zhang_zhengfu
Q33323718	q
Q1329721	ayaka_umeda
Q6174253	jeff_king
Q33323716	q
Q204344	world_food_program
Q30055102	q
Q12897499	subrata_roy
Q33323713	q
Q17166999	joseph_austin_bancroft
Q4786447	archibald_michie
Q41616119	q
Q26156249	stelian_niculae
Q1411305	apostolache
Q1707377	suzanne_lloyd
Q26156242	florea_pan
Q9093955	villa_dels_munts
Q2083583	belfry_of_douai
Q32274928	q
Q33547887	q
Q38051087	q
Q664519	l_szl_l_kai
lod	lod
Q84475	michael_hainisch
Q38040500	q
Q22694791	marco_corti
Q278637	bayerischer_rundfunk
Q30584547	q
Q38040505	q
Q4255089	hawick_lau
Q664513	mike_clark
Q49133	museum_of_fine_arts_boston
Q30880194	q
Q169369	ch_teau_pastr
Q49135	isabella_stewart_gardner_museum
Q21034527	boeing_model_a
Q1808591	villa_medici
Q1667592	ferruccio_busoni_international_piano_competition
Q5057577	p_net
Q4472846	lenin_street
Q12299788	q
Q6014	barnaul
Q27528991	q
Q38192323	q
Q20507984	q
Q168012	aliz_e
Q4252737	q
Q754730	salonta
Q754733	codlea
Q27506850	q
Q1448845	st_maria_in_den_benden
Q1468738	norwegian_directorate_for_cultural_heritage
Q28050123	sir_francis_leopold_mcclintock
Q28012056	monts_rs_saint_c_ner
Q62575	wilhelm_heinrich_erb
Q5055592	bude_ti
Q2145765	michail_cechov
Q3160703	jakuta_alikavazovic
Q24255842	sonolor_lejeune
Q30098238	q
Q3934417	riccardo_dalla_torre
Q1650156	noc_nsf
Q24255844	williams_hughes
Q12877310	evangelos_antoniadis
Q448778	james_g_blaine
Q27651122	q
Q254959	della_torre
Flag%20of%20Hungary%20%281301-1382%29.svg	http_commons_wikimedia_org_wiki_special_filepath_flag_of_hungary_svg
Q4429681	q
Q254950	elfdalian
Q254957	list_of_world_heritage_sites_in_europe
Q3764668	gino_menozzi
Q365246	anton_vovk
Q57734	hamad_bin_jassim_bin_jaber_al_thani
Q810998	battle_creek
Q1265932	carl_heim
Q17381353	kaisa_kallio
Q30881319	q
Q20965917	a_waterfall_with_village_footbridge_and_pine_trees
Q1422010	orra_white_hitchcock
Q17320965	a_peasant_free_for_all_near_a_village
Q504513	bad_br_ckenau
Q1044447	caroline_adderson
Q483783	lucius_cornelius_sulla
Q12344848	alexander_shlafer
Q954346	luciano_siqueira_de_oliveira
Q5056483	atid
Q17320967	blacksmith_shoeing_a_horse
Q169946	kate_hudson
Q37010599	q
Q11015795	ver_nika_mendoza
Q31144946	q
Q1808333	laurie_calvin_battle
Q6140895	stig_j_gerski_ld
Q855313	boc_hong_kong_holdings
Q1597827	tiana_alexandra
Q30150370	q
Q5512194	g_david_gearhart
Q14946405	karl_heinz_brunner
2366-2387	
Q18619822	jacques_bari_ty
Q21294343	couves
Q24350463	ovidiu_emil_otlacan
Q792369	belgian_armed_forces
Q69496	franz_von_gruithuisen
Q2355917	liudas_rumbutis
Q30059305	q
Q31030773	q
Q30096899	q
Q1699034	john_lennon_gymnasium
Q156316	w_rzburg_residence
Q15444956	heinz_arno_knorr
Q122011	artur_auernhammer
Q757837	cornelis_hofstede_de_groot
Q5054880	certeze
Q142740	mit_sloan_school_of_management
Q1082543	gr_zes
Q4174318	yekaterinburg_museum_of_fine_arts
Q2420043	galiciuica
Q3387880	matsudaira_yoritoshi
Q6194381	jim_cowan
Q806536	bangladesh_football_federation
Q18641778	lutz_bachmann
Q356694	comprehensive_nuclear_test_ban_treaty_organization
Q35120436	solomon_ofei_darko
Q4306535	aleksandr_muzil
Q15407464	sylvie_lecoq_ramond
Q27543661	q
Q520119	gernsbach
Q22005379	hugh_grosvenor_th_duke_of_westminster
Q15706413	am_sperrbaum_a
Q25999626	christophe_steiner
Q213294	clamecy
Q4534758	marina_yurasova
Q3765534	giorgio_la_piana
Q22812711	job_mocked_by_his_wife
Q41260109	q
Q25998570	eduard_barc_u
Q3874498	nello_russo
Q33092098	q
Q33092099	q
Q30035290	q
Q30035291	q
Q2410396	awoiska_van_der_molen
Q30035293	q
Q30035295	q
Flag%20of%20Sigismund%20of%20Hungary.svg	http_commons_wikimedia_org_wiki_special_filepath_flag_of_sigismund_of_hungary_svg
Q27539073	q
Q4242901	q
Q29384491	statuette_of_a_female
Q26703333	cornel_liviu_marin
Q29384493	vessel_with_six_animal_friezes
Q2656771	gerard_renkema
Q17340867	portrait_of_willem_fransz_overrijn_van_schoterbosch_c
Q27539079	q
Q17340864	portrait_of_pieter_salina
Q29384499	cult_vessel_in_the_form_of_a_tower_with_cylinder_seal_impressions_near_the_top
Q310559	marek_ech
Q10860283	bro_teni
Q30065610	q
Q30065614	q
Q199500	gyumri
Q30065618	q
Q484257	osen
Q33525385	q
Q727697	coach_inc
Q30884096	q
Q295724	george_wald
Q12146428	pi_chia
Q18572865	church_of_the_ascension_in_pri_tina
Q19611053	q
Q1351183	saint_agnan_sur_erre
Q29383118	mask
Q21094980	corno
1150.2007.a	a
Q18572863	l_on_jeanty
1150.2007.c	c
Q1350636	joseph_pevney
Q24942999	rebecca_beke
1150.2007.d	d
1150.2007.g	g
1150.2007.f	f
Q43212	arnex_sur_orbe
Q646297	philip_i_of_namur
Q37007051	q
Q10941012	q
Q1957835	m_bius
Q3548196	umberto_ghibaudo
Q13542629	s_nger
Q19788938	walter_scott
Q30079085	q
Q17323512	friedrich_wilhelm_elector_of_brandenburg_and_his_wife_louise_henriette_countess_of_orange_nassau
Q30201227	q
Q793937	beriu
Q17323513	portrait_of_frederik_hendrik_prince_of_orange_his_wife_amalia_van_solms_and_their_three_youngest_daughters_albertina_agnes_henrietta_catharina_and_maria
Q982401	edward_gorey
Q28514256	aitor_escobar
Q30104558	q
Q13571305	n_moloasa
Q26133555	gheorghe_tudora_cu
Q6028670	inez_beverly_prosser
Q5059351	hoghilag
Q10433124	zeddy_saileti
Q26133550	gheorghe_g_nescu
Q12743267	vasile_zottu
Q1087588	pelvoux
Q61497	kurt_tank
Q26820885	jos_gysemans
Q358834	foreign_and_commonwealth_office
Q24567573	q
Q15990212	george_edward_paget
Q973054	rakuten
Q4026940	brenda_frazier
Q4947320	evans_evans
Q215431	antol_n_alcaraz
Q4720124	alexander_souter
Q5866843	francisco_moreno_fern_ndez
Q4759175	andrey_galabinov
Q20741436	the_black_paintings
Q30242777	q
Q232595	liberal_democratic_party
Q26093360	aurelia_mosoarc
Q27526299	q
Q12408389	q
Q3319347	moke_t
Q20741433	kilkenny_circle
Q4402591	q
Q20509110	q
Q23952005	q
Q726564	gustave_boulanger
Q1722427	albert_zankl
Q208687	nilmar
Q26702463	emil_marius_urian
Flag%20of%20Bohemia.svg	http_commons_wikimedia_org_wiki_special_filepath_flag_of_bohemia_svg
kzt	kzt
Q23900626	elyas_afewerki
Q520050	adam_beck
Q646439	argenton_les_vall_es
Q12030464	q
Q1338189	emmanuel_bushu
Q37460005	q
Q1338185	morten_messerschmidt
24168	
Q17319892	self_portrait
Q17319893	woman_with_a_child_in_a_pantry
Q16908688	clemente_s_enz_garc_a
Q17319896	cavalry_attack
Q22132034	q
Q30063288	q
Q30063289	q
Q37004505	q
Q647526	algerian_football_federation
Q30063280	q
Q30063282	q
Q11928366	jordi_serra_i_isern
Q30063286	q
Q29383510	ensemble
Q2338958	thanasis_pafilis
Q1529289	hannoversche_beteiligungsgesellschaft
Q25713876	catalan_european_democratic_party
Q475413	dakota_meyer
Q463585	indira_varma
49280	
49281	
49282	
Q589579	writers_union_of_romania
49285	
Q21282204	helen_o_donnell
Q19754118	sturla_gudlaugsson
Q28654127	max_jacobson
Q27092798	viorel_bara
Q27092799	d_nu_groza
Q5060148	secusigiu
Q19179	lfric_of_abingdon
Q30075484	q
Q19176	sarah_churchill_duchess_of_marlborough
Q27092790	sava_stoian
Q27092791	dan_florin_ion
